IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
68,9.88,3,0,7,1,0,0
107,6.76,9,0,4,4,0,0
104,5.56,10,1,10,10,4,0
108,6.89,4,0,4,9,1,0
77,7.55,7,1,3,8,4,0
105,6.22,3,0,3,9,3,0
106,7.13,3,1,7,5,4,0
101,5.95,6,0,10,1,0,0
97,7.17,2,1,2,10,1,0
85,5.05,6,0,4,3,3,0
101,9.79,2,1,9,5,5,0
95,6.9,1,1,9,8,2,0
135,7.09,5,0,0,1,2,0
83,8.58,3,0,6,1,5,0
88,7.76,5,1,5,9,0,0
82,7.29,9,0,8,6,3,0
81,9.19,6,0,9,1,1,0
104,7.28,2,0,0,4,1,0
117,5.47,4,1,5,7,4,0
107,7.31,5,0,5,1,2,0
105,8.73,5,1,4,5,0,0
80,6.93,3,1,4,6,5,0
85,8.4,1,0,9,7,2,0
88,7.98,4,0,8,7,4,0
90,9.51,2,0,10,4,0,0
96,7.11,9,0,10,10,4,0
100,8.77,3,1,4,6,2,0
113,5.49,5,0,8,4,1,0
76,7.65,8,1,4,8,2,0
104,10.06,1,1,9,2,4,0
83,6.1,9,0,0,3,5,0
75,6.1,10,1,0,7,4,0
95,9.54,10,1,4,2,2,0
98,5.77,3,0,2,10,2,0
83,8.75,4,1,3,3,1,0
90,8.01,7,1,3,1,3,0
110,5.1,5,1,3,3,3,0
83,9.83,2,1,2,2,3,0
109,7.36,10,1,8,9,0,0
91,9.25,5,0,2,5,0,0
104,7.1,9,0,3,8,1,0
96,5.97,9,0,0,2,3,0
113,7.54,10,1,8,7,5,0
124,5.99,5,0,10,7,0,0
97,8.32,7,1,6,7,5,0
85,7.45,10,1,10,1,5,0
93,7.62,5,1,9,10,5,0
101,7.84,4,0,7,9,3,0
62,7.56,8,1,4,5,4,0
103,4.84,7,1,8,2,1,0
110,5.94,8,1,5,10,2,0
96,5.05,9,1,6,10,2,0
87,5.19,1,1,1,7,0,0
94,9.63,4,1,4,7,1,0
86,8.04,6,1,1,3,4,0
97,10.34,3,0,5,4,2,0
103,9.6,7,0,8,2,2,0
96,10.05,4,0,3,10,0,0
82,6.17,9,1,2,5,5,0
112,7.39,3,0,4,4,5,0
104,9.12,1,1,9,7,4,0
103,5.78,2,0,3,4,1,0
89,5.47,3,0,2,2,4,0
117,7.62,3,0,9,6,4,0
104,6.52,2,0,7,4,5,0
101,9.16,10,0,8,9,1,0
85,9.9,4,0,1,4,0,0
104,10.01,10,1,9,2,4,0
90,7.91,8,1,6,10,1,0
109,8.17,8,0,2,5,5,0
93,9.34,1,0,6,3,5,0
81,7.33,7,1,10,2,4,0
138,4.92,9,1,8,4,1,0
92,6.96,7,0,2,8,0,0
97,8.31,1,1,5,7,5,0
59,9.16,4,0,3,5,1,0
90,5.34,7,0,5,7,0,0
77,5.44,3,0,0,8,4,0
91,6.54,1,0,4,8,3,0
106,9.63,5,1,10,6,0,0
97,8.54,10,0,8,2,1,0
91,6.46,7,0,10,10,4,0
79,5.16,5,0,9,9,1,0
88,8.21,7,1,7,10,1,0
79,7.67,4,1,1,3,3,0
79,7.24,4,1,0,9,4,0
73,6.66,1,1,2,8,5,0
85,9.31,7,1,1,8,0,0
107,7.57,8,0,3,10,3,0
83,7.19,1,0,2,9,4,0
99,8.88,2,0,9,1,4,0
93,9.21,10,0,6,6,2,0
134,9.42,7,0,9,4,1,0
99,9.61,8,1,2,2,2,0
109,9.11,6,1,3,3,2,0
104,7.85,2,1,0,1,2,0
83,5.15,8,1,7,8,0,0
115,9.71,8,0,6,3,0,0
85,6.6,3,1,8,1,1,0
88,7.29,4,0,4,7,5,0
115,6.94,5,0,6,4,5,0
95,9.08,7,0,10,3,5,0
79,10.13,6,0,6,6,0,0
92,8.71,7,1,9,7,0,0
73,5.72,10,0,1,4,4,0
106,8.02,10,1,7,5,2,0
102,5.41,6,1,9,9,1,0
83,8.34,4,0,1,2,2,0
88,9.66,9,0,5,6,4,0
101,7.85,3,1,2,2,0,0
77,5.55,3,0,6,4,1,0
123,5.08,1,1,9,2,0,0
65,9.96,10,1,9,1,5,0
116,5.54,4,0,1,6,0,0
92,8.37,10,1,10,7,4,0
105,9.67,8,1,0,3,2,0
95,6.42,7,1,0,3,0,0
75,8.83,7,0,8,3,3,0
106,8.68,6,0,5,4,3,0
83,6.45,8,0,2,10,4,0
95,7.73,5,1,9,3,5,0
102,5.44,3,1,2,10,4,0
99,6.89,4,0,9,4,1,0
92,5.57,2,0,5,3,3,0
113,7.28,8,0,9,7,0,0
77,9.85,9,0,0,5,1,0
101,7.87,9,0,7,9,3,0
85,7.64,7,0,6,2,2,0
83,7.28,1,0,10,8,1,0
86,6.49,8,0,4,7,3,0
96,5.73,8,1,10,3,5,0
105,9.57,5,0,1,6,2,0
134,7.65,3,0,0,4,4,0
89,6.72,5,1,6,7,3,0
107,7.47,2,0,9,3,3,0
86,10.01,6,0,1,7,0,0
111,9.29,1,1,4,5,1,0
96,7.23,6,1,4,8,1,0
116,7.72,1,0,2,8,1,0
88,6.56,6,0,8,1,0,0
97,9.02,4,0,9,8,0,0
105,7.15,2,0,5,7,4,0
93,6.29,4,1,7,3,5,0
99,8.94,7,0,9,6,1,0
133,6.02,1,1,3,1,2,0
105,6.35,2,1,3,5,0,0
84,7.79,1,1,9,4,1,0
99,5.17,3,0,8,1,2,0
102,7.49,7,1,1,5,3,0
90,7.99,10,0,0,9,0,0
81,7.74,4,1,2,7,4,0
97,5.53,7,1,1,5,1,0
89,6.18,6,0,6,4,2,0
92,9.4,6,1,0,1,0,0
105,9.93,4,0,3,1,4,0
89,7.59,1,0,4,10,5,0
90,5.74,9,1,5,8,0,0
87,6.01,1,1,9,5,3,0
96,6.17,5,0,2,7,2,0
99,5.45,5,0,9,9,5,0
87,9.65,4,1,4,7,3,0
121,6.47,10,0,3,4,1,0
116,7.2,9,0,6,2,2,0
70,5.27,8,1,9,3,0,0
87,8.97,1,1,6,3,3,0
99,6.42,6,0,7,4,0,0
87,7.66,8,1,4,10,5,0
111,5.24,1,1,4,3,1,0
92,5.45,2,0,10,6,0,0
101,8.29,6,0,9,5,4,0
112,6.07,5,1,8,5,2,0
96,6.78,1,0,0,5,5,0
92,8.22,10,1,2,7,5,0
128,6.23,8,0,3,2,4,0
72,7.95,5,0,5,8,1,0
74,6.97,1,1,1,6,2,0
112,7.48,4,0,1,3,5,0
93,5.85,9,1,2,7,2,0
129,7.66,6,0,0,3,2,0
98,7.33,1,0,7,3,3,0
109,9.09,5,0,7,4,0,0
119,7.64,3,1,2,1,5,0
89,8.11,5,1,8,10,1,0
101,7.33,7,0,4,5,0,0
83,7.59,6,0,10,1,3,0
105,6.7,9,1,2,3,2,0
90,9.43,8,0,0,10,0,0
100,6.13,1,0,7,2,3,0
128,7.96,5,0,4,3,1,0
128,7.51,8,0,8,2,4,0
94,6.17,7,0,9,5,4,0
97,8.64,4,1,1,2,3,0
94,7.04,3,0,1,10,0,0
91,5.77,3,1,2,5,3,0
113,7.98,4,0,6,3,4,0
109,8.5,4,0,2,5,1,0
103,8.01,6,0,4,7,1,0
101,8.66,1,0,1,6,4,0
104,7.07,8,0,5,7,5,0
91,5.61,8,0,4,4,2,0
108,9.64,8,1,7,6,3,0
93,8.23,8,0,9,7,2,0
118,6.63,2,0,10,6,2,0
129,6.3,9,1,0,1,2,0
110,6.97,2,0,10,4,0,0
98,5.1,4,1,3,6,5,0
70,7.64,3,0,1,4,4,0
71,7.74,6,1,2,5,0,0
80,4.69,1,0,9,3,1,0
102,5.12,3,1,10,2,5,0
94,7.33,2,0,10,2,3,0
108,5.33,7,0,0,3,2,0
102,9.46,5,0,7,10,1,0
93,4.75,1,1,6,6,3,0
105,8.31,6,1,10,4,0,0
99,5.03,10,0,2,9,4,0
114,7.95,8,1,6,3,2,0
97,9.53,8,0,9,1,3,0
88,8.64,4,1,6,10,0,0
107,8.48,2,1,8,2,3,0
95,8.87,7,0,3,5,2,0
102,6.09,6,0,3,4,0,0
107,8.21,2,0,3,5,4,0
101,5.21,4,1,0,6,3,0
109,10.42,10,0,3,4,0,0
